pretrain_step,rl_step,n_rollouts,resp_len_mean,resp_len_median,resp_len_p95,resp_len_max,trunc_rate
45000,1000,1024,308.8,222,710,3584,0.001
45000,1050,1024,358.0,268,799,3584,0.002
45000,1100,1024,364.5,274,837,3571,0.0
45000,1150,1024,412.2,288,987,3583,0.0
45000,1200,1024,358.0,260,813,3583,0.0
45000,1250,1024,362.6,240,856,3581,0.0
45000,1300,1024,344.4,232,843,3584,0.002
45000,1350,1024,396.2,282,985,3587,0.002
45000,1400,1024,410.7,267,950,3765,0.0029
45000,1450,1024,387.4,242,978,3584,0.001
45000,1500,1024,400.9,214,1143,3620,0.0059
45000,1550,1024,438.8,289,1054,3588,0.002
45000,1600,1024,435.9,272,1036,3584,0.001
45000,1650,1024,394.8,238,997,3583,0.0
45000,1700,1024,448.8,264,1179,3585,0.0029
45000,1750,1024,397.5,220,1038,3584,0.002
45000,1800,1024,458.8,237,1486,3584,0.002
45000,1850,1024,538.1,285,2196,3661,0.0068
45000,1900,1024,398.4,213,1066,3584,0.001
45000,1950,1024,520.6,249,3365,3587,0.0049
45000,2000,1024,416.4,227,1130,3584,0.001
45000,2050,1024,486.2,280,1253,3584,0.001
45000,2100,1024,569.5,259,3488,3594,0.0029
45000,2150,1024,537.3,237,3396,3587,0.0059
45000,2200,1024,457.4,187,2742,3584,0.0039
45000,2250,1024,395.7,198,1019,3584,0.0049
45000,2300,1024,589.0,255,3575,3665,0.0127
45000,2350,1024,520.1,228,3501,3584,0.0059
45000,2400,1024,519.8,240,3301,3617,0.0098
45000,2450,1024,566.5,228,3483,3583,0.0
45000,2500,1024,727.0,298,3572,3584,0.0107
45000,2550,1024,558.0,239,3486,3584,0.001
45000,2600,1024,656.1,239,3562,3647,0.0117
45000,2650,1024,533.8,189,3517,3584,0.0068
45000,2700,1024,639.6,217,3576,3649,0.0156
45000,2750,1024,629.8,215,3569,3589,0.0078
45000,2800,1024,788.7,256,3581,3590,0.0234
45000,2850,1024,847.3,308,3579,3592,0.0117
45000,2900,1024,730.0,228,3578,3720,0.0107
45000,2950,1024,628.5,210,3572,3826,0.0059
45000,3000,1024,752.8,257,3581,3585,0.0264
45000,3050,1024,676.2,212,3578,3587,0.0156
45000,3100,1024,699.3,223,3578,3587,0.0195
45000,3150,1024,734.5,219,3581,3587,0.0225
45000,3200,1024,641.6,200,3578,3585,0.0137
45000,3250,1024,693.6,220,3576,3584,0.0078
45000,3300,1024,708.7,224,3572,3584,0.0088
45000,3350,1024,740.1,233,3576,3610,0.0029
45000,3400,1024,772.8,200,3579,3620,0.0078
45000,3450,1024,617.1,203,3572,3617,0.0029
45000,3500,1024,663.6,190,3579,3585,0.0215
45000,3550,1024,836.2,280,3582,3638,0.0225
45000,3600,1024,817.9,269,3582,3629,0.0303
45000,3650,1024,721.0,197,3579,3630,0.0215
50000,50,1024,524.4,459,1015,4098,0.0059
50000,100,1024,500.7,446,935,3719,0.0059
50000,150,1024,461.8,410,867,3667,0.0029
50000,200,1024,432.0,405,787,3764,0.001
50000,250,1024,423.6,406,776,2765,0.0
50000,300,1024,388.3,324,754,3591,0.0029
50000,350,1024,363.5,307,696,4192,0.002
50000,400,1024,349.4,300,711,3665,0.001
50000,450,1024,346.7,281,688,3583,0.0
50000,500,1024,331.0,274,703,2979,0.0
50000,550,1024,317.9,262,668,1708,0.0
50000,600,1024,354.3,303,760,3585,0.001
50000,650,1024,298.4,222,685,1743,0.0
50000,700,1024,350.2,275,804,3585,0.001
50000,750,1024,323.5,265,718,2180,0.0
50000,800,1024,312.3,224,770,3584,0.0029
50000,850,1024,304.6,243,662,3584,0.001
50000,900,1024,318.4,252,665,3587,0.0029
50000,950,1024,326.2,248,762,3344,0.0
50000,1000,1024,282.8,199,673,3203,0.0
50000,1050,1024,289.1,222,645,3584,0.001
50000,1100,1024,321.9,241,698,3585,0.001
50000,1150,1024,334.7,231,810,3586,0.002
50000,1200,1024,302.6,225,668,3584,0.0039
50000,1250,1024,294.9,205,695,3585,0.002
50000,1300,1024,297.0,219,702,3584,0.001
50000,1350,1024,315.3,248,709,3584,0.001
50000,1400,1024,353.1,246,803,3952,0.0049
50000,1450,1024,341.1,242,802,3585,0.0039
50000,1500,1024,336.5,211,797,3603,0.0098
50000,1550,1024,392.0,278,902,3586,0.0059
50000,1600,1024,361.7,234,854,3590,0.0068
50000,1650,1024,311.5,211,780,3688,0.0049
50000,1700,1024,353.9,237,845,3587,0.0078
50000,1750,1024,320.9,212,817,3586,0.0039
50000,1800,1024,341.0,204,985,3597,0.0049
50000,1850,1024,388.8,251,918,3718,0.0117
50000,1900,1024,322.9,191,874,3587,0.0059
50000,1950,1024,390.9,243,933,3588,0.0137
50000,2000,1024,367.5,218,988,3590,0.0088
50000,2050,1024,393.7,241,1002,3593,0.0078
50000,2100,1024,434.0,215,1537,3689,0.0264
50000,2150,1024,453.2,227,1596,3759,0.0293
50000,2200,1024,373.8,190,1029,3729,0.0146
50000,2250,1024,389.7,199,1244,3668,0.0225
50000,2300,1024,492.8,234,2405,3646,0.0332
50000,2350,1024,435.9,211,1623,3698,0.0273
50000,2400,1024,469.7,225,2011,3817,0.0254
50000,2450,1024,435.4,195,1784,3681,0.0322
50000,2500,1024,550.8,253,3498,3661,0.0449
50000,2550,1024,468.9,229,1765,3814,0.0283
50000,2600,1024,551.3,225,3492,3698,0.0449
50000,2650,1024,443.3,179,2740,3729,0.0342
50000,2700,1024,523.6,215,3377,3752,0.0391
50000,2750,1024,549.2,223,3584,3655,0.0547
50000,2800,1024,628.7,239,3584,3635,0.0586
50000,2850,1024,703.8,274,3584,3736,0.0732
50000,2900,1024,625.1,222,3584,3795,0.0684
50000,2950,1024,515.3,197,3584,3719,0.0508
50000,3000,1024,637.2,234,3584,3972,0.0635
60000,50,1024,501.6,460,873,3709,0.0049
60000,100,1024,479.7,449,844,3740,0.0029
60000,150,1024,462.4,414,869,3740,0.0029
60000,200,1024,430.0,385,803,3586,0.001
60000,250,1024,396.9,373,735,3584,0.001
60000,300,1024,350.7,302,707,2234,0.0
60000,350,1024,334.0,272,690,2544,0.0
60000,400,1024,340.3,283,699,3589,0.002
60000,450,1024,319.9,258,681,3323,0.0
60000,500,1024,298.9,243,676,1651,0.0
60000,550,1024,280.1,210,644,3696,0.002
60000,600,1024,308.8,253,684,2193,0.0
60000,650,1024,297.1,209,728,1790,0.0
60000,700,1024,341.3,253,824,3579,0.0
60000,750,1024,334.6,279,735,3584,0.001
60000,800,1024,299.0,220,707,2710,0.0
60000,850,1024,305.7,239,694,3578,0.0
60000,900,1024,313.3,248,673,3585,0.002
60000,950,1024,310.2,232,713,3584,0.002
60000,1000,1024,283.6,201,691,3584,0.002
60000,1050,1024,291.0,228,646,3584,0.002
60000,1100,1024,318.8,242,695,3651,0.001
60000,1150,1024,308.1,225,740,3584,0.002
60000,1200,1024,281.1,218,640,3103,0.0
60000,1250,1024,311.6,209,755,3592,0.002
60000,1300,1024,299.8,220,676,3594,0.002
60000,1350,1024,313.7,247,740,3468,0.0
60000,1400,1024,321.1,235,735,3584,0.001
60000,1450,1024,343.1,241,816,3587,0.0049
60000,1500,1024,309.3,209,770,3585,0.002
60000,1550,1024,346.8,253,814,3586,0.0039
60000,1600,1024,352.9,242,848,3585,0.0029
60000,1650,1024,317.9,232,805,3584,0.001
60000,1700,1024,375.6,260,941,3599,0.0049
60000,1750,1024,333.8,209,800,3584,0.0049
60000,1800,1024,353.0,233,943,3586,0.0049
60000,1850,1024,367.2,256,878,3600,0.0068
60000,1900,1024,280.2,202,710,3584,0.001
60000,1950,1024,353.5,231,901,3585,0.0049
60000,2000,1024,304.4,204,805,3586,0.0029
60000,2050,1024,334.7,246,757,3584,0.001
60000,2100,1024,314.9,226,719,3586,0.0029
60000,2150,1024,331.2,219,778,3588,0.0029
60000,2200,1024,283.6,188,679,3632,0.0049
60000,2250,1024,312.0,197,766,3588,0.0049
60000,2300,1024,404.5,227,1013,3598,0.0146
60000,2350,1024,382.5,226,921,3588,0.0156
60000,2400,1024,374.9,250,928,3586,0.0088
60000,2450,1024,388.5,211,1015,3586,0.0127
60000,2500,1024,447.7,265,1320,3590,0.0176
60000,2550,1024,396.1,210,1022,3595,0.0166
60000,2600,1024,433.8,240,1157,3910,0.0273
60000,2650,1024,376.7,177,1044,3618,0.0234
60000,2700,1024,434.0,204,1374,3803,0.0195
60000,2750,1024,490.4,231,3019,3696,0.0342
60000,2800,1024,526.2,229,2955,3635,0.0381
60000,2850,1024,558.2,253,3584,3638,0.0527
60000,2900,1024,515.9,219,3583,3695,0.0469
60000,2950,1024,438.9,186,3113,3596,0.0361
60000,3000,1024,617.0,252,3584,3621,0.0625
60000,3050,1024,516.9,201,3584,3757,0.0508
60000,3100,1024,507.8,206,3509,3624,0.0449
60000,3150,1024,631.0,225,3584,3629,0.0664
60000,3200,1024,594.1,192,3584,3632,0.0732
60000,3250,1024,562.1,212,3584,3637,0.0537
60000,3300,1024,516.5,217,3307,3590,0.0352
60000,3350,1024,606.3,218,3584,4482,0.0674
60000,3400,1024,634.9,189,3584,4166,0.0791
60000,3450,1024,564.5,199,3584,3624,0.0596
60000,3500,1024,597.6,184,3584,3590,0.0752
60000,3550,1024,702.0,270,3584,3686,0.0898
60000,3600,1024,706.9,243,3584,3719,0.084
60000,3650,1024,680.3,202,3584,3599,0.0859
60000,3700,1024,695.7,216,3584,3592,0.0938
70000,50,1024,576.7,476,1104,3644,0.0107
70000,100,1024,538.6,444,1072,3621,0.0088
70000,150,1024,486.4,405,957,3616,0.0029
70000,200,1024,463.8,392,892,3611,0.0029
70000,250,1024,429.0,353,850,3634,0.0059
70000,300,1024,351.1,278,716,3599,0.0029
70000,350,1024,327.2,260,697,3609,0.0029
70000,400,1024,331.2,262,696,3610,0.0039
70000,450,1024,332.1,258,723,3613,0.002
70000,500,1024,309.8,235,669,3576,0.0
70000,550,1024,288.0,229,611,3595,0.002
70000,600,1024,333.2,261,716,3615,0.0029
70000,650,1024,286.0,195,702,3595,0.002
70000,700,1024,308.7,232,701,3586,0.001
70000,750,1024,302.5,245,698,3589,0.001
70000,800,1024,263.7,201,610,3591,0.001
70000,850,1024,275.0,224,605,3582,0.0
70000,900,1024,277.1,216,625,3593,0.001
70000,950,1024,285.2,213,664,3602,0.0039
70000,1000,1024,270.1,195,637,3588,0.002
70000,1050,1024,291.9,229,603,3589,0.0029
70000,1100,1024,289.5,228,626,3594,0.002
70000,1150,1024,286.3,206,720,3584,0.002
70000,1200,1024,264.3,205,555,3616,0.0039
70000,1250,1024,287.4,192,705,3640,0.0078
70000,1300,1024,293.0,215,712,3586,0.001
70000,1350,1024,289.3,220,649,3585,0.001
70000,1400,1024,310.4,219,748,3588,0.0029
70000,1450,1024,307.3,207,739,3603,0.0049
70000,1500,1024,272.1,181,635,3585,0.002
70000,1550,1024,300.3,214,687,3588,0.0059
70000,1600,1024,314.8,206,744,3591,0.0117
70000,1650,1024,292.0,204,682,3622,0.0039
70000,1700,1024,326.4,212,778,3588,0.0049
70000,1750,1024,321.0,205,843,3587,0.0039
70000,1800,1024,308.6,197,810,3592,0.0068
70000,1850,1024,338.8,212,832,3664,0.0078
70000,1900,1024,285.9,187,643,3587,0.0078
70000,1950,1024,344.0,206,847,3877,0.0098
70000,2000,1024,274.4,173,662,3590,0.0059
70000,2050,1024,319.3,202,748,3612,0.0078
70000,2100,1024,325.6,189,793,3841,0.0137
70000,2150,1024,367.9,202,1012,3765,0.0186
70000,2200,1024,307.0,172,782,3768,0.0127
70000,2250,1024,347.9,193,902,3951,0.0195
70000,2300,1024,422.0,210,1445,3727,0.0283
70000,2350,1024,377.2,185,1052,3717,0.0234
70000,2400,1024,382.2,204,1055,3757,0.0176
70000,2450,1024,330.7,193,776,3610,0.0127
70000,2500,1024,412.8,215,1291,3600,0.0225
70000,2550,1024,346.3,203,900,3863,0.0127
70000,2600,1024,434.0,206,2073,4168,0.0303
70000,2650,1024,438.5,188,2187,3904,0.0361
70000,2700,1024,415.9,193,1510,3876,0.0312
70000,2750,1024,452.5,199,2401,3863,0.0293
70000,2800,1024,550.2,210,3584,3843,0.0586
70000,2850,1024,525.7,208,3584,3839,0.0557
70000,2900,1024,554.8,193,3584,3920,0.0654
70000,2950,1024,410.8,188,1701,3935,0.0381
70000,3000,1024,576.8,203,3584,3891,0.0654
80000,50,1024,535.1,455,1123,3638,0.001
80000,100,1024,466.0,400,885,3663,0.002
80000,150,1024,423.8,365,839,3288,0.0
80000,200,1024,405.3,357,787,3616,0.001
80000,250,1024,382.3,341,734,3223,0.0
80000,300,1024,336.5,279,699,2499,0.0
80000,350,1024,313.6,264,654,1570,0.0
80000,400,1024,331.1,283,693,3599,0.001
80000,450,1024,315.9,270,690,1439,0.0
80000,500,1024,313.2,256,665,2840,0.0
80000,550,1024,296.4,251,609,1939,0.0
80000,600,1024,336.4,291,684,1799,0.0
80000,650,1024,301.3,245,634,3585,0.001
80000,700,1024,340.6,275,732,3584,0.001
80000,750,1024,308.6,265,624,3584,0.001
80000,800,1024,275.4,218,609,3584,0.001
80000,850,1024,289.7,233,612,3584,0.001
80000,900,1024,282.7,231,599,3600,0.001
80000,950,1024,293.2,220,648,3589,0.0029
80000,1000,1024,256.2,203,568,2958,0.0
80000,1050,1024,273.7,219,555,3584,0.002
80000,1100,1024,297.3,233,651,3583,0.0
80000,1150,1024,289.6,231,627,2671,0.0
80000,1200,1024,272.1,228,530,3586,0.002
80000,1250,1024,284.7,214,628,3583,0.0
80000,1300,1024,292.0,229,663,3587,0.001
80000,1350,1024,313.0,256,688,3551,0.0
80000,1400,1024,318.4,241,713,3582,0.0
80000,1450,1024,305.1,228,646,3586,0.002
80000,1500,1024,286.3,206,629,3588,0.0049
80000,1550,1024,305.8,242,659,3584,0.0029
80000,1600,1024,300.3,225,688,3583,0.0
80000,1650,1024,272.9,201,610,3600,0.0039
80000,1700,1024,317.1,228,652,4743,0.0039
80000,1750,1024,310.7,208,719,3593,0.0068
80000,1800,1024,336.7,230,861,3591,0.002
80000,1850,1024,334.4,247,726,3693,0.0049
80000,1900,1024,289.8,197,716,3663,0.0059
80000,1950,1024,322.4,229,750,3598,0.0039
80000,2000,1024,307.4,207,757,3685,0.0049
80000,2050,1024,323.2,233,785,3665,0.0039
80000,2100,1024,291.9,206,638,3599,0.0059
80000,2150,1024,327.8,217,792,3599,0.0039
80000,2200,1024,318.3,197,809,3610,0.0068
80000,2250,1024,312.1,212,763,3849,0.0068
80000,2300,1024,436.6,237,1236,3696,0.0225
80000,2350,1024,348.6,212,915,3962,0.0107
80000,2400,1024,445.6,242,1534,3691,0.0234
80000,2450,1024,424.0,208,1315,3821,0.0254
80000,2500,1024,499.9,262,2221,4270,0.0322
80000,2550,1024,477.5,223,1817,3981,0.0352
80000,2600,1024,511.6,226,3413,4169,0.043
80000,2650,1024,514.5,207,3437,4066,0.0439
80000,2700,1024,528.7,215,3584,3735,0.0547
80000,2750,1024,552.3,217,3583,4494,0.0498
80000,2800,1024,629.8,243,3584,3715,0.0586
80000,2850,1024,668.5,258,3584,4166,0.0664
80000,2900,1024,712.3,229,3585,4035,0.0791
80000,2950,1024,519.7,198,3583,3846,0.0488
80000,3000,1024,761.4,234,3592,4021,0.1084
80000,3050,1024,692.6,209,3592,4055,0.0957
80000,3100,1024,767.8,224,3593,3989,0.1064
80000,3150,1024,732.4,220,3587,4279,0.1025
80000,3200,1024,694.8,205,3589,3860,0.0977
80000,3250,1024,816.3,210,3594,3995,0.123
80000,3300,1024,887.2,221,3592,4156,0.1387
80000,3350,1024,944.3,232,3595,4132,0.1445
80000,3400,1024,891.8,213,3592,4397,0.1436
80000,3450,1024,738.2,198,3592,4585,0.1113
80000,3500,1024,837.9,187,3588,4195,0.1367
80000,3550,1024,945.6,262,3589,3753,0.1543
80000,3600,1024,956.4,248,3593,4362,0.1611
80000,3650,1024,833.2,211,3587,4400,0.1289
90000,50,1024,457.0,403,898,3640,0.0029
90000,100,1024,445.2,406,767,3594,0.001
90000,150,1024,405.9,378,710,3395,0.0
90000,200,1024,383.5,355,691,2785,0.0
90000,250,1024,376.5,349,684,3591,0.001
90000,300,1024,335.6,286,667,3560,0.0
90000,350,1024,313.5,259,609,3601,0.001
90000,400,1024,312.5,277,634,2148,0.0
90000,450,1024,309.3,257,660,1930,0.0
90000,500,1024,277.2,239,575,1473,0.0
90000,550,1024,271.3,226,579,1223,0.0
90000,600,1024,278.4,230,587,1573,0.0
90000,650,1024,260.0,194,628,1661,0.0
90000,700,1024,297.8,239,639,3487,0.0
90000,750,1024,287.9,247,610,2185,0.0
90000,800,1024,263.3,202,590,3586,0.001
90000,850,1024,272.0,228,566,3565,0.0
90000,900,1024,257.7,214,570,1533,0.0
90000,950,1024,267.0,215,592,3584,0.001
90000,1000,1024,243.4,185,535,1517,0.0
90000,1050,1024,251.2,211,520,1606,0.0
90000,1100,1024,267.0,214,560,2154,0.0
90000,1150,1024,263.4,214,572,1645,0.0
90000,1200,1024,264.1,219,537,2816,0.0
90000,1250,1024,260.7,208,558,2370,0.0
90000,1300,1024,266.5,215,605,3123,0.0
90000,1350,1024,268.9,218,572,2282,0.0
90000,1400,1024,281.4,224,605,2422,0.0
90000,1450,1024,281.2,233,618,1374,0.0
90000,1500,1024,258.0,195,558,3500,0.0
90000,1550,1024,269.0,224,551,1589,0.0
90000,1600,1024,262.5,212,547,3583,0.0
90000,1650,1024,252.2,198,540,1703,0.0
90000,1700,1024,281.5,230,583,1180,0.0
90000,1750,1024,261.3,209,588,2451,0.0
90000,1800,1024,259.7,204,573,3518,0.0
90000,1850,1024,273.3,229,583,3579,0.0
90000,1900,1024,234.4,186,509,3597,0.001
90000,1950,1024,261.1,208,556,1346,0.0
90000,2000,1024,261.1,198,578,3470,0.0
90000,2050,1024,269.6,225,548,1697,0.0
90000,2100,1024,245.9,202,530,1396,0.0
90000,2150,1024,248.9,207,544,1579,0.0
90000,2200,1024,230.6,179,531,3585,0.001
90000,2250,1024,231.1,185,516,1683,0.0
90000,2300,1024,284.5,222,589,3572,0.0
90000,2350,1024,254.3,196,558,2865,0.0
90000,2400,1024,268.1,223,564,3159,0.0
90000,2450,1024,244.4,196,524,3212,0.0
90000,2500,1024,280.7,218,619,3585,0.002
90000,2550,1024,257.5,190,564,3578,0.0
90000,2600,1024,249.3,196,547,3583,0.0
90000,2650,1024,229.6,173,521,2780,0.0
90000,2700,1024,273.7,194,606,3518,0.0
90000,2750,1024,273.2,202,646,3158,0.0
90000,2800,1024,283.9,224,643,1451,0.0
90000,2850,1024,291.9,238,648,3582,0.0
90000,2900,1024,293.0,209,709,3583,0.0
90000,2950,1024,247.8,179,629,3505,0.0
90000,3000,1024,316.6,218,706,3583,0.0
90000,3050,1024,279.4,193,678,3584,0.001
90000,3100,1024,297.9,212,702,3651,0.001
90000,3150,1024,295.1,195,701,3576,0.0
90000,3200,1024,280.9,192,714,3418,0.0
90000,3250,1024,297.3,207,739,3399,0.0
90000,3300,1024,290.5,193,731,3584,0.001
90000,3350,1024,279.8,201,670,3527,0.0
90000,3400,1024,274.0,181,685,3580,0.0
90000,3450,1024,263.2,184,688,3575,0.0
90000,3500,1024,269.2,177,680,1437,0.0
90000,3550,1024,301.5,237,695,2443,0.0
90000,3600,1024,285.6,209,670,3583,0.0
90000,3650,1024,296.9,204,672,3534,0.0
90000,3700,1024,270.8,199,642,2914,0.0
90000,3750,1024,270.2,198,685,1132,0.0
90000,3800,1024,313.3,215,685,3584,0.001
90000,3850,1024,313.4,212,672,3584,0.001
90000,3900,1024,301.3,233,663,3553,0.0
90000,3950,1024,283.8,198,637,2989,0.0
95368,50,1024,425.0,366,843,3586,0.001
95368,100,1024,440.1,378,826,3638,0.0029
95368,150,1024,399.4,352,752,3605,0.001
95368,200,1024,387.1,338,784,2497,0.0
95368,250,1024,376.1,329,735,3857,0.002
95368,300,1024,328.2,281,684,2047,0.0
95368,350,1024,312.2,262,652,2445,0.0
95368,400,1024,315.4,265,696,3574,0.0
95368,450,1024,306.0,253,652,2669,0.0
95368,500,1024,292.5,237,649,1415,0.0
95368,550,1024,287.2,235,601,3178,0.0
95368,600,1024,316.2,253,691,3583,0.0
95368,650,1024,298.1,209,784,3584,0.001
95368,700,1024,326.3,258,734,3593,0.001
95368,750,1024,293.4,234,683,3583,0.0
95368,800,1024,263.7,206,621,3584,0.001
95368,850,1024,275.0,226,612,2867,0.0
95368,900,1024,273.2,221,629,3586,0.002
95368,950,1024,299.9,225,698,3584,0.001
95368,1000,1024,259.8,184,661,3586,0.002
95368,1050,1024,263.0,212,606,3587,0.001
95368,1100,1024,293.7,223,683,3584,0.001
95368,1150,1024,298.3,220,721,3590,0.0029
95368,1200,1024,266.2,206,580,3586,0.002
95368,1250,1024,292.7,201,707,3589,0.0039
95368,1300,1024,300.3,209,760,3619,0.0059
95368,1350,1024,268.3,196,632,4751,0.002
95368,1400,1024,273.2,197,686,4788,0.002
95368,1450,1024,317.6,223,768,3591,0.0059
95368,1500,1024,310.9,196,791,3591,0.0088
95368,1550,1024,315.0,234,735,3586,0.0049
95368,1600,1024,299.1,218,707,3595,0.0029
95368,1650,1024,266.6,184,638,3727,0.0039
95368,1700,1024,297.1,202,699,3589,0.0039
95368,1750,1024,295.8,203,741,3594,0.0059
95368,1800,1024,337.7,200,828,3627,0.0098
95368,1850,1024,338.8,219,850,3594,0.0088
95368,1900,1024,272.2,176,706,3594,0.0068
95368,1950,1024,355.0,198,862,3784,0.0176
95368,2000,1024,318.1,187,782,3638,0.0156
95368,2050,1024,337.2,208,854,3866,0.0146
95368,2100,1024,323.6,190,770,3757,0.0166
95368,2150,1024,340.0,196,897,3700,0.0117
95368,2200,1024,275.2,167,736,3590,0.0049
95368,2250,1024,317.9,179,817,3999,0.0215
95368,2300,1024,394.3,213,1210,3897,0.0244
95368,2350,1024,374.3,201,1024,3873,0.0215
95368,2400,1024,379.4,200,1001,3735,0.0244
95368,2450,1024,364.4,182,1020,3983,0.0234
95368,2500,1024,511.0,223,3558,3741,0.0449
95368,2550,1024,365.9,188,1049,3744,0.0195
95368,2600,1024,428.7,190,2843,3893,0.041
95368,2650,1024,412.9,170,2916,4477,0.0381
95368,2700,1024,463.8,196,3524,4080,0.0479
95368,2750,1024,478.7,190,3455,4506,0.043
95368,2800,1024,582.0,212,3584,3910,0.0596
95368,2850,1024,694.2,244,3590,4345,0.0859
95368,2900,1024,637.3,201,3584,3970,0.0742
95368,2950,1024,517.4,182,3584,4398,0.0596
95368,3000,1024,633.0,212,3588,3957,0.083
95368,3050,1024,562.4,186,3588,3995,0.0732
95368,3100,1024,540.1,188,3585,3879,0.0645
95368,3150,1024,643.5,206,3586,3873,0.082
95368,3200,1024,561.7,177,3584,3915,0.0693
95368,3250,1024,611.3,183,3588,3929,0.085
95368,3300,1024,664.6,198,3588,4065,0.085
95368,3350,1024,776.6,218,3593,3950,0.1064
95368,3400,1024,710.8,182,3593,3923,0.1055
95368,3450,1024,623.6,181,3589,4010,0.0801
95368,3500,1024,682.1,170,3593,4002,0.1006
95368,3550,1024,805.3,219,3594,4798,0.124
95368,3600,1024,794.5,200,3598,4816,0.123
95368,3650,1024,797.2,185,3602,4172,0.1357
95368,3700,1024,833.4,199,3599,4005,0.1357
95368,3750,1024,860.5,193,3637,3994,0.1514
95368,3800,1024,852.0,211,3604,4169,0.1377
95368,3850,1024,893.2,205,3603,4011,0.1514
95368,3900,1024,851.3,221,3595,3889,0.1523
95368,3950,1024,745.8,193,3593,3982,0.1221
95368,4000,1024,837.5,174,3596,3916,0.1455
